frame,time_sec,head_pitch_deg,abdomen_y_deg,abdomen_x_deg,hip_y_left_deg,hip_y_right_deg,knee_left_deg,knee_right_deg,ankle_y_left_deg,ankle_y_right_deg,shoulder1_left_deg,shoulder1_right_deg,shoulder2_left_deg,shoulder2_right_deg,elbow_left_deg,elbow_right_deg,wrist_left_deg,wrist_right_deg,gripper_left_dist,gripper_right_dist
136,2.2683,118.969,0.048,4.564,172.527,153.814,144.212,160.000,145.564,91.697,26.610,17.753,97.084,115.527,139.528,150.000,137.610,152.100,0.011,0.008
137,2.2850,120.429,0.007,3.839,173.380,155.475,131.289,144.784,152.650,107.612,28.273,16.396,100.825,113.958,142.326,150.000,147.164,156.968,0.010,0.007
138,2.3017,118.290,0.013,4.331,171.539,162.832,128.960,141.906,149.311,119.373,28.416,16.320,100.145,115.300,146.193,150.000,152.529,154.190,0.009,0.007
139,2.3184,118.378,0.175,5.267,170.398,158.705,123.516,133.443,146.104,126.893,30.134,15.706,101.179,113.900,143.348,150.000,152.448,159.246,0.009,0.008
140,2.3350,117.878,0.177,5.309,169.230,158.626,121.118,129.788,137.222,133.624,29.659,16.111,100.443,113.988,139.762,150.000,148.300,165.208,0.009,0.009
141,2.3517,113.022,0.062,5.355,166.735,157.718,110.038,126.453,130.732,137.179,33.154,15.194,99.470,114.039,132.689,150.000,144.660,158.628,0.008,0.010
142,2.3684,117.079,0.129,7.005,165.102,152.115,120.778,128.594,135.401,130.411,34.677,23.109,99.880,119.560,129.754,150.000,143.385,156.076,0.008,0.011
143,2.3851,120.536,0.216,8.292,162.785,149.690,119.655,125.858,136.125,129.227,35.751,22.984,101.443,117.932,130.039,150.000,144.195,156.085,0.008,0.009
144,2.4018,121.846,0.223,8.337,159.820,149.371,108.554,115.774,136.730,134.185,35.388,25.422,102.109,120.136,130.632,150.000,147.477,160.264,0.007,0.012
145,2.4184,125.068,0.492,8.803,158.336,145.398,107.112,117.097,135.180,136.207,32.990,29.447,100.752,121.137,132.669,150.000,143.393,155.759,0.008,0.014
146,2.4351,129.673,0.717,9.177,155.695,141.905,113.496,121.256,124.651,134.978,34.688,36.238,105.365,123.924,127.264,150.000,144.414,140.731,0.007,0.016
147,2.4518,131.075,0.843,8.432,152.313,144.896,106.500,111.841,124.251,150.408,34.822,38.696,108.470,124.765,126.263,150.000,146.169,136.327,0.008,0.014
148,2.4685,129.385,0.916,6.791,151.403,144.195,105.937,108.108,118.324,146.790,34.216,34.499,107.528,119.912,128.908,150.000,146.696,154.612,0.008,0.012
149,2.4852,127.070,0.972,5.189,146.150,138.796,118.118,108.691,128.050,139.130,34.693,35.011,106.941,120.163,133.383,150.000,143.785,145.533,0.009,0.010
150,2.5018,128.100,0.927,3.798,144.437,136.890,132.171,120.380,138.908,125.916,36.259,26.010,106.290,111.945,134.954,150.000,140.566,142.471,0.010,0.006
151,2.5185,127.041,0.539,2.026,144.341,142.376,136.897,136.799,138.495,113.533,37.227,24.931,106.364,109.913,135.096,150.000,138.088,142.191,0.011,0.005
152,2.5352,125.744,0.371,0.091,144.164,142.475,137.409,137.414,134.158,110.502,37.004,21.840,104.971,107.907,137.110,150.000,134.323,141.026,0.013,0.003
153,2.5519,124.984,0.378,1.140,145.831,144.747,139.550,143.569,132.421,107.339,37.719,19.965,105.404,105.278,137.895,150.000,134.111,148.461,0.013,0.004
154,2.5685,126.494,0.129,1.158,147.542,151.236,143.920,156.989,125.517,99.569,36.996,18.313,104.895,102.918,139.902,150.000,138.317,151.161,0.011,0.005
155,2.5852,127.241,0.137,1.085,148.409,153.355,145.227,159.214,120.482,98.122,37.374,19.925,105.202,104.237,140.539,150.000,133.283,150.668,0.014,0.005
156,2.6019,130.982,0.171,2.223,149.886,154.092,151.389,160.000,121.150,93.188,36.708,19.650,104.690,103.834,140.054,150.000,130.157,149.471,0.014,0.006
157,2.6186,132.866,0.186,3.341,151.256,150.786,155.650,160.000,112.231,88.212,36.612,17.402,104.398,101.333,141.163,150.000,129.676,148.443,0.015,0.007
158,2.6353,132.310,0.438,4.035,152.926,149.023,158.404,160.000,98.030,86.717,37.046,16.742,105.301,99.809,142.199,150.000,130.723,154.289,0.016,0.007
159,2.6519,133.376,0.609,5.178,155.062,149.005,160.000,160.000,90.281,86.966,36.524,16.209,104.949,98.931,141.074,150.000,126.998,146.549,0.017,0.007
160,2.6686,134.651,0.807,5.985,158.351,148.039,160.000,160.000,72.443,87.627,33.760,14.614,102.487,95.635,140.316,150.000,127.896,150.679,0.016,0.008
161,2.6853,134.583,0.949,6.615,160.683,147.713,160.000,157.680,61.533,92.732,34.128,14.367,102.525,94.625,140.954,150.000,130.140,149.808,0.016,0.009
162,2.7020,133.344,1.180,6.997,161.946,147.105,160.000,155.154,57.673,95.699,32.663,14.172,101.278,94.161,141.798,150.000,130.964,160.319,0.015,0.008
163,2.7187,132.220,1.435,8.363,162.944,146.559,160.000,154.259,61.343,97.474,32.853,15.216,101.527,94.884,141.333,150.000,130.856,155.683,0.016,0.003
164,2.7353,128.453,1.644,8.579,163.363,146.676,160.000,153.522,60.303,101.378,32.513,14.794,101.879,94.034,141.505,150.000,133.323,162.098,0.015,0.005
165,2.7520,128.039,1.688,8.541,163.828,145.642,160.000,153.893,60.135,104.447,31.944,14.712,101.623,93.259,141.742,150.000,133.207,163.364,0.015,0.006
166,2.7687,127.329,1.748,8.684,163.712,147.320,160.000,154.415,60.262,105.298,29.829,15.104,101.481,91.910,142.022,150.000,134.088,160.788,0.014,0.005
167,2.7854,128.303,1.923,9.475,163.702,146.938,160.000,154.638,63.646,103.812,27.021,15.531,98.150,93.559,141.999,150.000,130.560,160.731,0.014,0.006
168,2.8021,126.371,1.844,10.279,163.580,147.909,160.000,160.000,71.372,107.477,28.403,14.724,99.091,94.315,143.294,150.000,130.589,161.019,0.014,0.006
169,2.8187,127.768,1.945,12.169,161.825,147.614,160.000,160.000,77.954,109.133,28.255,10.918,98.770,93.219,143.559,150.000,129.848,164.303,0.014,0.006
170,2.8354,130.207,1.844,12.464,162.636,148.165,160.000,160.000,80.005,110.879,29.076,11.760,99.615,94.219,143.202,150.000,130.386,161.533,0.014,0.006
171,2.8521,130.358,1.835,12.265,162.327,150.068,160.000,160.000,83.063,110.587,28.139,12.039,98.642,93.716,142.379,150.000,131.850,163.417,0.013,0.004
172,2.8688,127.373,1.733,12.375,162.424,150.283,160.000,160.000,85.655,117.393,26.395,12.680,97.465,93.789,141.748,150.000,133.009,162.870,0.012,0.004
173,2.8854,125.733,1.346,12.889,161.849,151.226,160.000,160.000,84.200,124.460,26.390,13.573,97.915,95.865,140.290,150.000,131.413,161.008,0.012,0.004
174,2.9021,121.727,1.243,12.947,162.213,152.784,160.000,160.000,85.599,126.629,25.124,14.169,94.880,99.421,144.899,150.000,131.058,154.876,0.012,0.004
175,2.9188,122.719,1.134,12.127,162.596,153.998,160.000,160.000,86.956,130.183,25.513,15.434,94.966,100.770,144.248,150.000,129.494,148.043,0.012,0.003
176,2.9355,120.046,0.872,11.494,162.089,151.233,160.000,160.000,90.274,132.935,27.077,22.512,94.954,109.953,140.435,150.000,127.013,135.086,0.012,0.005
177,2.9522,118.482,0.990,11.123,160.651,151.283,160.000,155.380,99.467,140.923,27.449,23.087,96.270,112.542,137.150,150.000,129.402,144.548,0.010,0.003
178,2.9688,117.865,1.005,10.288,159.944,151.149,160.000,148.797,90.707,146.632,25.947,24.000,95.358,114.205,137.733,150.000,133.034,143.314,0.009,0.007
179,2.9855,116.678,0.942,9.355,158.005,146.275,160.000,154.962,85.843,140.526,25.822,29.669,94.533,120.810,136.724,150.000,124.369,133.981,0.010,0.011
180,3.0022,112.937,0.959,9.001,159.171,141.202,155.992,150.907,93.551,142.762,26.335,29.114,95.591,120.138,135.144,150.000,130.230,139.472,0.008,0.010
181,3.0189,111.183,0.985,8.686,160.330,142.635,160.000,157.690,93.741,138.830,26.181,30.437,95.066,123.514,136.176,150.000,131.617,144.761,0.008,0.015
182,3.0356,109.728,0.704,7.702,159.277,139.905,160.000,160.000,89.304,136.669,26.300,31.651,95.333,126.293,136.098,150.000,129.707,139.945,0.008,0.009
183,3.0522,108.594,1.205,7.219,158.313,142.094,160.000,160.000,82.781,131.613,27.496,32.119,94.425,130.367,139.255,150.000,120.865,143.151,0.009,0.008
184,3.0689,109.329,1.193,6.483,157.942,142.935,160.000,160.000,84.545,131.143,27.910,32.147,94.459,131.296,140.873,150.000,122.033,165.878,0.010,0.008
185,3.0856,107.805,1.140,4.488,157.692,142.771,160.000,160.000,91.241,134.331,28.587,28.178,94.401,128.638,140.362,150.000,124.071,128.882,0.009,0.014
186,3.1023,104.686,1.292,3.694,157.044,140.717,160.000,160.000,92.251,137.283,27.325,25.746,92.471,127.724,142.059,150.000,126.443,133.375,0.008,0.009
187,3.1189,103.264,1.337,2.765,156.819,139.490,160.000,160.000,89.858,131.235,27.437,20.820,92.551,124.202,142.533,150.000,126.045,138.872,0.009,0.007
188,3.1356,102.284,1.308,1.678,157.665,140.478,160.000,160.000,92.522,128.233,28.461,15.599,93.279,121.008,144.564,150.000,127.972,135.614,0.009,0.006
189,3.1523,104.433,1.239,0.163,158.371,140.988,160.000,160.000,89.736,133.913,24.873,16.289,91.172,120.905,150.000,150.000,140.280,140.838,0.007,0.007
190,3.1690,105.220,0.961,0.858,158.881,141.055,160.000,160.000,87.486,133.793,25.322,16.258,91.457,120.019,150.000,150.000,134.077,135.226,0.009,0.006
191,3.1857,104.689,1.149,0.624,160.557,147.007,160.000,160.000,86.268,140.325,18.450,17.098,88.921,119.543,150.000,150.000,137.043,143.992,0.008,0.007
192,3.2023,104.034,1.204,0.428,159.778,146.737,160.000,160.000,85.570,137.375,21.040,12.686,91.709,113.492,149.407,150.000,137.321,151.378,0.008,0.007
193,3.2190,103.434,1.721,0.581,158.740,142.694,160.000,160.000,80.170,127.517,18.519,11.529,89.324,110.418,150.000,150.000,134.302,150.080,0.009,0.007
194,3.2357,101.427,1.965,0.510,159.218,143.277,160.000,160.000,79.251,125.294,18.256,12.112,87.834,112.900,149.273,150.000,135.372,149.280,0.008,0.008
195,3.2524,101.970,2.184,0.604,163.758,143.809,160.000,160.000,77.963,122.016,18.517,12.583,86.821,115.179,150.000,150.000,133.792,147.096,0.008,0.007
196,3.2691,101.487,1.791,0.709,163.120,138.899,160.000,160.000,78.840,122.712,19.276,13.674,87.398,116.532,148.332,150.000,131.876,145.990,0.009,0.007
197,3.2857,101.226,1.884,0.489,161.378,139.712,160.000,160.000,80.675,124.345,19.472,13.786,87.363,116.913,147.242,150.000,130.639,147.034,0.008,0.007
198,3.3024,103.136,1.955,0.092,160.589,138.375,160.000,160.000,79.100,117.772,19.580,15.456,87.054,118.172,145.990,150.000,129.284,146.792,0.009,0.007
199,3.3191,102.942,1.847,0.776,161.264,141.876,160.000,160.000,79.503,88.940,19.115,15.157,86.387,118.143,147.408,150.000,130.139,146.532,0.009,0.007
200,3.3358,100.422,1.834,1.319,162.478,144.237,160.000,160.000,77.797,111.916,18.419,13.799,85.112,118.428,148.784,150.000,129.120,145.769,0.009,0.007
201,3.3525,102.468,1.614,1.453,161.057,145.048,160.000,160.000,77.842,128.826,15.976,15.164,83.524,118.191,149.374,150.000,132.626,151.965,0.008,0.008
202,3.3691,101.977,1.656,1.014,160.846,145.885,160.000,160.000,79.365,135.482,15.710,14.171,83.123,114.238,150.000,150.000,140.271,155.767,0.007,0.009
203,3.3858,102.485,1.738,0.383,159.698,144.021,160.000,160.000,77.213,133.244,16.777,16.475,82.951,115.234,148.143,150.000,136.865,158.744,0.007,0.009
204,3.4025,103.047,1.814,0.651,161.415,144.547,160.000,160.000,76.548,126.805,16.891,15.686,82.198,114.232,148.859,150.000,135.773,156.585,0.007,0.009
205,3.4192,102.661,1.600,0.780,162.508,144.890,160.000,160.000,77.189,127.817,17.128,16.253,82.004,115.062,147.992,150.000,135.071,156.165,0.007,0.009
206,3.4358,102.683,1.234,0.413,163.302,145.845,160.000,160.000,78.171,122.807,16.327,15.415,82.269,114.205,147.974,150.000,133.010,156.861,0.007,0.009
207,3.4525,105.268,1.111,0.193,171.167,148.303,160.000,160.000,83.997,87.587,17.733,14.619,84.181,109.176,144.442,150.000,132.818,153.625,0.007,0.008
208,3.4692,107.608,1.140,0.379,174.663,149.963,160.000,160.000,86.600,80.444,17.124,14.163,84.396,107.559,145.283,150.000,132.598,155.731,0.008,0.007
209,3.4859,109.660,0.737,1.187,176.884,150.160,160.000,160.000,90.228,60.752,16.781,13.779,84.922,105.683,143.744,150.000,133.756,157.335,0.008,0.007
210,3.5026,112.287,0.181,2.160,174.531,149.136,160.000,160.000,97.445,65.469,15.262,14.368,86.104,100.420,144.849,150.000,133.642,159.632,0.008,0.007
211,3.5192,113.032,0.609,3.631,172.981,150.705,160.000,160.000,98.037,105.313,15.750,14.100,87.394,101.258,146.998,150.000,137.444,162.118,0.009,0.007
212,3.5359,113.390,1.016,4.567,171.242,149.628,160.000,160.000,100.355,93.862,16.244,13.826,88.794,102.540,144.234,150.000,135.495,162.968,0.009,0.007
213,3.5526,110.422,0.845,5.432,170.866,153.060,160.000,160.000,105.046,82.055,18.046,13.274,89.653,104.301,143.298,150.000,133.221,160.944,0.010,0.007
214,3.5693,109.697,0.352,5.708,172.150,157.837,160.000,160.000,108.677,78.732,17.580,12.932,88.902,104.767,140.948,150.000,133.126,162.665,0.009,0.007
215,3.5860,111.102,0.285,5.968,175.436,159.689,160.000,160.000,115.568,80.796,18.300,12.541,89.999,104.346,146.263,150.000,136.886,163.579,0.009,0.007
216,3.6026,114.372,0.030,5.776,175.360,158.263,160.000,160.000,124.183,84.168,18.282,12.628,89.901,106.386,144.617,150.000,138.171,165.937,0.008,0.007
217,3.6193,116.546,0.451,5.600,176.708,157.909,158.386,160.000,136.728,86.376,20.282,11.841,93.248,105.605,150.000,150.000,146.895,164.590,0.008,0.007
218,3.6360,117.444,0.502,6.379,174.608,156.022,150.751,160.000,147.450,93.313,21.093,11.520,95.613,107.004,147.476,150.000,149.721,166.007,0.007,0.007
219,3.6527,115.344,0.549,7.204,169.370,157.544,142.997,157.193,154.392,109.091,25.988,11.245,97.990,108.928,145.601,150.000,153.770,167.745,0.007,0.007
220,3.6694,115.086,0.363,7.622,165.296,158.557,128.890,141.006,151.505,125.081,23.925,10.756,95.742,108.867,148.180,150.000,156.962,168.045,0.006,0.007
221,3.6860,115.683,0.063,8.818,164.953,161.925,129.147,143.378,154.194,129.769,26.420,10.880,98.016,109.656,149.875,150.000,162.766,169.195,0.006,0.008
222,3.7027,114.886,0.154,10.146,166.641,161.072,128.315,140.277,151.241,133.097,32.212,11.627,100.490,111.819,147.445,150.000,162.121,170.048,0.006,0.008
223,3.7194,115.706,0.249,10.406,166.776,164.881,123.362,140.180,145.222,124.759,30.134,13.322,98.474,113.100,150.000,150.000,163.136,169.446,0.006,0.008
224,3.7361,118.043,0.304,9.658,165.364,163.286,117.766,131.336,133.830,128.782,31.663,12.800,99.721,112.263,147.953,150.000,160.698,168.899,0.006,0.008
225,3.7527,116.883,0.522,9.758,164.643,165.351,116.123,128.365,135.742,139.409,33.668,12.717,100.331,113.264,144.155,150.000,156.868,170.545,0.006,0.008
226,3.7694,117.037,0.468,10.099,163.042,169.641,100.331,117.166,134.121,150.916,33.506,13.436,100.413,113.951,144.295,150.000,160.877,168.873,0.005,0.008
227,3.7861,119.025,0.588,10.936,160.549,163.222,101.484,107.560,134.321,161.536,35.977,19.171,104.117,115.305,144.623,150.000,167.492,170.649,0.005,0.009
228,3.8028,119.960,1.093,11.387,160.162,158.261,105.057,107.541,139.598,160.490,34.880,19.737,103.585,114.833,142.858,150.000,164.476,169.414,0.004,0.010
229,3.8195,121.757,1.449,11.498,160.187,154.470,109.406,111.368,127.445,157.379,34.106,28.239,103.236,120.790,140.036,150.000,168.043,159.637,0.004,0.011
230,3.8361,121.780,1.656,11.449,157.850,152.972,118.812,117.292,132.044,150.441,33.204,36.696,102.961,126.624,130.410,150.000,154.788,151.634,0.004,0.010
231,3.8528,121.688,1.690,11.524,155.833,151.102,124.141,121.805,137.641,140.811,32.232,39.661,102.337,127.630,131.586,149.344,149.820,154.772,0.005,0.010
232,3.8695,122.545,1.554,11.272,153.242,152.851,125.078,123.357,135.091,133.947,30.450,38.559,101.643,125.705,132.247,146.865,152.995,158.350,0.005,0.010
233,3.8862,121.205,1.483,10.498,151.759,152.484,126.416,128.309,139.302,130.981,29.911,39.615,101.363,126.159,133.536,145.996,153.263,164.684,0.005,0.010
234,3.9029,119.716,1.675,9.944,147.761,149.444,130.585,134.485,143.290,120.340,28.007,44.377,99.262,129.743,134.888,139.544,149.845,144.887,0.005,0.012
235,3.9195,119.452,1.525,9.150,146.773,149.344,128.698,134.255,138.820,113.382,27.088,49.493,99.450,131.363,134.360,135.256,148.831,153.746,0.005,0.013
236,3.9362,120.011,1.491,8.350,145.236,148.774,149.038,160.000,135.110,86.723,26.567,44.993,98.111,127.741,134.950,137.403,141.627,145.170,0.006,0.011
237,3.9529,118.883,1.527,8.078,146.544,148.233,146.349,152.173,128.099,86.411,25.901,44.256,97.479,127.104,137.517,144.042,143.107,146.440,0.007,0.012
238,3.9696,118.057,1.368,7.431,149.671,150.545,147.257,152.473,117.431,88.509,27.062,43.656,98.334,126.398,138.081,145.452,145.498,143.612,0.006,0.010
239,3.9863,117.381,1.201,6.632,151.500,149.803,148.986,152.384,99.558,87.943,27.921,41.436,98.937,124.568,137.961,146.204,149.477,143.113,0.006,0.008
240,4.0029,117.304,1.285,6.229,154.377,150.359,149.939,154.762,94.947,86.723,26.339,40.048,97.125,122.338,139.993,150.000,146.746,150.213,0.007,0.011
241,4.0196,117.337,1.184,6.284,157.867,151.345,158.596,155.993,89.771,86.630,26.480,39.483,97.001,122.026,139.581,150.000,144.747,137.548,0.007,0.008
242,4.0363,117.554,0.636,6.151,159.483,152.459,160.000,160.000,79.856,80.277,25.864,39.567,96.182,122.139,137.832,148.132,142.756,137.574,0.007,0.008
243,4.0530,117.320,0.483,5.882,160.592,151.110,160.000,159.276,67.166,81.870,26.090,37.566,95.681,120.174,138.029,146.670,144.694,143.566,0.007,0.008
244,4.0696,116.301,0.411,5.398,160.413,150.685,160.000,160.000,62.171,80.039,26.760,35.443,95.297,117.686,140.023,150.000,139.434,137.851,0.009,0.006
245,4.0863,117.053,0.189,5.235,162.867,151.254,160.000,160.000,50.516,80.265,27.986,31.930,96.111,112.896,141.271,150.000,142.993,136.888,0.009,0.005
246,4.1030,117.156,0.202,5.358,164.654,148.861,160.000,160.000,44.273,80.488,28.956,26.539,96.416,107.530,141.959,150.000,140.127,138.825,0.010,0.003
247,4.1197,116.315,0.698,3.092,162.226,149.268,160.000,160.000,52.461,78.423,28.649,23.450,97.257,105.499,141.772,150.000,140.960,152.903,0.010,0.002
248,4.1364,116.265,0.663,0.471,162.282,146.913,160.000,160.000,53.330,77.265,29.042,21.343,97.771,103.638,142.618,150.000,138.096,151.006,0.011,0.002
249,4.1530,115.850,1.114,2.379,161.609,147.295,160.000,160.000,51.903,78.437,28.968,23.996,98.907,105.509,142.305,150.000,136.531,150.345,0.011,0.004
250,4.1697,113.961,1.388,3.545,161.001,147.629,160.000,160.000,51.617,79.819,27.053,22.050,98.013,103.624,143.110,150.000,133.393,146.617,0.012,0.003
251,4.1864,114.125,1.638,4.426,160.475,151.109,160.000,160.000,61.189,78.668,25.586,29.467,98.367,110.432,142.119,150.000,134.135,139.688,0.011,0.004
252,4.2031,114.795,1.603,5.301,162.935,156.197,160.000,160.000,61.573,88.791,23.795,40.339,97.317,118.721,140.768,133.256,134.489,131.232,0.010,0.006
253,4.2198,117.190,1.507,5.627,163.461,155.807,160.000,160.000,66.158,96.308,22.863,44.163,98.154,119.713,139.084,131.045,134.309,134.399,0.010,0.007
254,4.2364,115.470,1.608,4.473,162.584,159.352,160.000,160.000,76.620,102.288,21.690,39.399,95.769,118.677,142.265,126.821,134.153,125.681,0.010,0.006
255,4.2531,114.061,1.634,4.484,161.728,161.168,160.000,160.000,85.306,105.050,22.470,38.499,94.945,119.790,142.473,129.202,134.659,132.875,0.010,0.006
256,4.2698,109.389,1.722,4.593,162.096,166.016,160.000,160.000,83.936,110.051,22.004,30.342,93.241,117.683,141.383,129.385,133.220,145.080,0.009,0.007
257,4.2865,108.603,1.966,4.816,157.466,154.117,158.168,150.786,89.197,121.729,26.318,27.068,95.958,115.571,137.888,127.236,131.743,127.747,0.010,0.007
258,4.3032,111.867,1.922,5.209,153.522,150.225,153.124,144.756,91.470,135.606,26.797,41.395,99.512,121.981,132.235,132.056,134.013,140.766,0.009,0.009
259,4.3198,116.815,1.658,5.364,148.822,143.794,142.436,138.349,97.553,145.660,21.390,48.539,99.667,123.922,130.245,131.791,141.748,148.499,0.007,0.012
260,4.3365,115.992,1.761,5.658,146.445,141.153,140.079,133.632,98.138,152.012,20.261,47.672,99.245,124.221,130.215,132.543,143.515,154.527,0.006,0.013
261,4.3532,116.066,1.802,4.600,142.761,135.693,131.500,131.166,101.699,155.099,26.068,41.985,104.097,121.576,127.644,130.747,151.648,146.920,0.006,0.009
262,4.3699,110.469,1.769,2.972,147.274,142.979,133.665,129.002,99.385,155.953,28.344,28.464,102.786,115.766,130.796,139.906,150.896,143.535,0.006,0.010
263,4.3865,109.477,1.420,0.436,149.531,145.665,118.624,120.062,110.479,162.810,27.881,27.434,102.111,116.346,129.004,136.652,140.940,149.332,0.007,0.010
264,4.4032,107.263,1.106,1.346,149.030,151.200,108.279,107.324,117.985,163.864,29.799,22.000,101.923,115.835,128.193,138.572,152.019,148.406,0.006,0.011
265,4.4199,106.796,0.861,2.106,150.775,145.736,105.711,103.004,122.085,161.186,28.712,22.728,100.669,115.896,129.313,143.350,149.572,149.659,0.006,0.010
266,4.4366,100.246,1.086,2.464,155.545,152.687,101.481,101.270,132.173,165.739,31.885,6.972,99.985,105.703,131.037,150.000,153.135,160.545,0.005,0.011
267,4.4533,101.121,1.438,2.211,155.663,145.917,112.624,119.472,125.907,157.711,27.861,7.977,96.665,105.806,132.823,150.000,148.833,162.961,0.005,0.008
268,4.4699,102.235,1.723,1.905,160.606,148.410,120.089,112.407,122.525,161.563,23.358,9.480,92.744,107.465,139.673,150.000,148.923,163.012,0.005,0.007
269,4.4866,103.013,1.883,1.767,164.979,161.044,122.461,120.807,128.303,161.474,24.957,21.079,98.497,90.558,139.516,150.000,154.250,171.382,0.005,0.007
270,4.5033,101.742,2.338,1.122,165.815,162.314,134.249,145.720,117.664,149.163,26.272,30.353,99.741,84.741,138.330,150.000,153.141,162.998,0.005,0.006
271,4.5200,100.178,2.602,0.786,163.049,150.987,155.389,154.848,97.356,139.655,25.528,21.720,98.073,94.473,141.237,150.000,146.857,171.149,0.006,0.006
272,4.5367,100.199,2.935,0.485,162.026,146.419,156.168,153.098,96.285,138.493,23.250,19.141,95.460,99.927,143.886,150.000,147.704,166.351,0.006,0.006
